3433 Binding energies from the Atomic Mass Evaluation of 2016
# Electronic correction:  Be(Z) = 1.44381E-5*Z**2.39 + 1.55468E-12*Z**5.35 MeV            
# Num Nuc  A   N   Z        E        E/A     dE     Eval    S1n     dS1n  Eval    S1p     dS1p  Eval    S2n     dS2n  Eval    S2p     dS2p  Eval
  516 Fe  46  20  26  -349.979165 -7.608243 0.506000  1 20.929000 0.911000  2  1.125877 0.911000  2  0.000001 0.000001  0  0.295925 0.814000  2
  517 Fe  47  21  26  -365.860165 -7.784259 0.517000  1 15.881000 1.023000  2  1.617877 0.931000  2 36.810000 0.922000  2  1.941165 0.552415  1
  518 Fe  48  22  26  -385.069165 -8.022274 0.384000  1 19.209000 0.901000  2  2.741260 0.415678  1 35.090000 0.890000  2  3.122067 0.395454  1
  519 Fe  49  23  26  -399.869404 -8.160600 0.024206  0 14.800239 0.408206  1  2.740236 0.031166  0 34.009239 0.541206  1  4.759999 0.030222  0
  520 Fe  50  24  26  -417.666465 -8.353329 0.008400  0 17.797061 0.032606  0  4.141656 0.010654  0 32.597300 0.392400  1  6.226313 0.015744  0
  521 Fe  51  25  26  -431.463874 -8.460076 0.008976  0 13.797409 0.017376  0  4.860786 0.009426  0 31.594470 0.033182  0  9.441375 0.011230  0
  522 Fe  52  26  26  -447.663013 -8.608904 0.005096  0 16.199139 0.014072  0  7.372353 0.005606  0 29.996548 0.013496  0 12.640173 0.005546  0
  523 Fe  53  27  26  -458.351512 -8.648142 0.001643  0 10.688499 0.006739  0  7.526116 0.003463  0 26.887638 0.010619  0 14.068017 0.002051  0
  524 Fe  54  28  26  -471.729793 -8.735737 0.000378  0 13.378281 0.002021  0  8.850230 0.000855  0 24.066780 0.005474  0 15.407125 0.000742  0
  525 Fe  55  29  26  -481.027890 -8.745962 0.000330  0  9.298097 0.000708  0  9.209492 0.001410  0 22.676378 0.001973  0 16.766156 0.000701  0
  526 Fe  56  30  26  -492.224989 -8.789732 0.000280  0 11.197099 0.000610  0 10.180491 0.000610  0 20.495196 0.000658  0 18.244179 0.000658  0
  527 Fe  57  31  26  -499.871068 -8.769668 0.000285  0  7.646079 0.000565  0 10.556132 0.000621  0 18.843178 0.000615  0 19.644008 0.000670  0
  528 Fe  58  32  26  -509.915665 -8.791649 0.000348  0 10.044597 0.000633  0 11.954736 0.001830  0 17.690676 0.000628  0 21.441977 0.000964  0
  529 Fe  59  33  26  -516.496654 -8.754181 0.000354  0  6.580989 0.000702  0 12.123072 0.003080  0 16.625586 0.000639  0 22.711956 0.001437  0
  530 Fe  60  34  26  -525.316225 -8.755270 0.003420  0  8.819571 0.003774  0 13.173598 0.005721  0 15.400560 0.003768  0 23.993101 0.004928  0
  531 Fe  61  35  26  -530.895013 -8.703197 0.002623  0  5.578788 0.006043  0 13.238445 0.004963  0 14.398359 0.002977  0 25.406640 0.218976  0
  532 Fe  62  36  26  -538.923849 -8.692320 0.002790  0  8.028836 0.005413  0 14.421746 0.005108  0 13.607624 0.006210  0 26.780309 0.196410  0
  533 Fe  63  37  26  -543.752752 -8.630996 0.004284  0  4.828903 0.007074  0 14.397526 0.010856  0 12.857739 0.006907  0 27.732248 0.105605  0
  534 Fe  64  38  26  -551.157997 -8.611844 0.004992  0  7.405245 0.009276  0 15.368346 0.008709  0 12.234148 0.007782  0 28.646479 0.153110  0
  535 Fe  65  39  26  -555.477655 -8.545810 0.005135  0  4.319658 0.010127  0 15.514679 0.008655  0 11.724903 0.009419  0 29.782251 0.363227  0
  536 Fe  66  40  26  -562.398949 -8.521196 0.004092  0  6.921294 0.009227  0 16.386396 0.007797  0 11.240952 0.009084  0 31.159997 0.443772  0
  537 Fe  67  41  26  -566.012588 -8.447949 0.270278  0  3.613639 0.274370  0 16.145632 0.281432  0 10.534933 0.275413  0 31.936348 0.595278  1
  538 Fe  68  42  26  -571.960629 -8.411186 0.365228  0  5.948041 0.635506  0 17.299341 0.633228  1  9.561680 0.369320  0 33.363389 0.761228  1
  539 Fe  69  43  26  -575.563165 -8.341495 0.414000  1  3.602536 0.779228  1 17.926877 0.822000  2  9.550577 0.684278  1 34.901925 0.816000  2
  540 Fe  70  44  26  -581.105165 -8.301502 0.420000  1  5.542000 0.834000  2 18.993877 0.834000  2  9.144536 0.785228  1 36.249925 0.896000  2
  541 Fe  71  45  26  -584.082165 -8.226509 0.426000  1  2.977000 0.846000  2 19.213877 0.916000  2  8.519000 0.840000  2 37.354925 0.909000  2
  542 Fe  72  46  26  -589.213165 -8.183516 0.504000  1  5.131000 0.930000  2 20.179877 1.001000  2  8.108000 0.924000  2 38.551925 1.134000  2
  543 Fe  73  47  26  -591.703165 -8.105523 0.511000  1  2.490000 1.015000  2 20.270877 1.087000  2  7.621000 0.937000  2  0.000001 0.000001  0
  544 Fe  74  48  26  -596.479165 -8.060529 0.592000  1  4.776000 1.103000  2  0.000001 0.000001  0  7.266000 1.096000  2  0.000001 0.000001  0
  545 Fe  75  49  26  -598.615165 -7.981536 0.600000  1  2.136000 1.192000  2  0.000001 0.000001  0  6.912000 1.111000  2  0.000001 0.000001  0
  546 Co  47  20  27  -347.808869 -7.400189 0.611000  1  0.000001 0.000001  0 -2.170296 1.117000  2  0.000001 0.000001  0 -1.044418 1.016000  2
  547 Co  48  21  27  -364.761869 -7.599206 0.480000  1 16.953000 1.091000  2 -1.098296 0.997000  2  0.000001 0.000001  0  0.519582 0.894000  2
  548 Co  49  22  27  -384.219869 -7.841222 0.490000  1 19.458000 0.970000  2 -0.849296 0.874000  2 36.411000 1.101000  2  1.891965 0.521678  1
  549 Co  50  23  27  -400.011869 -8.000237 0.400000  1 15.792000 0.890000  2  0.142465 0.424206  1 35.250000 0.880000  2  2.882702 0.406960  1
  550 Co  51  24  27  -417.817823 -8.192506 0.048450  0 17.805954 0.448450  1  0.151358 0.056850  0 33.597954 0.538450  1  4.293015 0.050704  0
  551 Co  52  25  27  -432.907941 -8.325153 0.008372  0 15.090118 0.056822  0  1.444067 0.017348  0 32.896072 0.408372  1  6.304854 0.008822  0
  552 Co  53  26  27  -449.277743 -8.476939 0.001696  0 16.369802 0.010068  0  1.614730 0.006792  0 31.459920 0.050146  0  8.987084 0.002206  0
  553 Co  54  27  27  -462.699587 -8.568511 0.000378  0 13.421844 0.002074  0  4.348075 0.002021  0 29.791646 0.008750  0 11.874192 0.002198  0
  554 Co  55  28  27  -476.790859 -8.668925 0.000440  0 14.091272 0.000818  0  5.061066 0.000818  0 27.513116 0.002136  0 13.911297 0.000917  0
  555 Co  56  29  27  -486.872685 -8.694155 0.000504  0 10.081826 0.000944  0  5.844795 0.000834  0 24.173098 0.000882  0 15.054288 0.001584  0
  556 Co  57  30  27  -498.249143 -8.741213 0.000513  0 11.376458 0.001017  0  6.024154 0.000793  0 21.458284 0.000953  0 16.204646 0.000843  0
  557 Co  58  31  27  -506.822071 -8.738312 0.001160  0  8.572928 0.001673  0  6.951003 0.001445  0 19.949386 0.001664  0 17.507136 0.001496  0
  558 Co  59  32  27  -517.275934 -8.767389 0.000413  0 10.453863 0.001573  0  7.360269 0.000761  0 19.026791 0.000926  0 19.315006 0.001895  0
  559 Co  60  33  27  -524.767829 -8.746130 0.000420  0  7.491895 0.000833  0  8.271175 0.000774  0 17.945758 0.001580  0 20.394248 0.003146  0
  560 Co  61  34  27  -534.086897 -8.755523 0.000854  0  9.319068 0.001274  0  8.770672 0.004274  0 16.810963 0.001267  0 21.944271 0.003155  0
  561 Co  62  35  27  -540.684453 -8.720717 0.018600  0  6.597556 0.019454  0  9.789440 0.021223  0 15.916624 0.019020  0 23.027886 0.020940  0
  562 Co  63  36  27  -549.182954 -8.717190 0.018585  0  8.498501 0.037185  0 10.259105 0.021375  0 15.096057 0.019439  0 24.680852 0.020903  0
  563 Co  64  37  27  -555.195149 -8.674924 0.020032  0  6.012195 0.038617  0 11.442397 0.024316  0 14.510696 0.038632  0 25.839924 0.026604  0
  564 Co  65  38  27  -562.659329 -8.656297 0.002080  0  7.464180 0.022112  0 11.501332 0.007072  0 13.476375 0.020665  0 26.869679 0.005797  0
  565 Co  66  39  27  -567.953975 -8.605363 0.013992  0  5.294646 0.016072  0 12.476320 0.019127  0 12.758826 0.034024  0 27.991000 0.017512  0
  566 Co  67  40  27  -574.938516 -8.581172 0.006432  0  6.984541 0.020424  0 12.539567 0.010524  0 12.279187 0.008512  0 28.925964 0.010137  0
  567 Co  68  41  27  -579.618757 -8.523805 0.189516  0  4.680241 0.195948  0 13.606169 0.459794  0 11.664782 0.203508  0 29.751802 0.200670  0
  568 Co  69  42  27  -586.038554 -8.493312 0.140484  0  6.419797 0.330000  0 14.077925 0.505712  0 11.100038 0.146916  0 31.377267 0.408484  1
  569 Co  70  43  27  -590.481869 -8.435455 0.280000  1  4.443315 0.420484  1 14.918704 0.694000  2 10.863112 0.469516  1 32.845582 0.688000  2
  570 Co  71  44  27  -596.271983 -8.398197 0.465050  0  5.790114 0.745050  1 15.166818 0.885050  1 10.233429 0.605534  0 34.160696 0.879050  1
  571 Co  72  45  27  -600.153869 -8.335470 0.432000  1  3.881886 0.897050  1 16.071704 0.858000  2  9.672000 0.712000  2 35.285582 0.922000  2
  572 Co  73  46  27  -605.496869 -8.294478 0.365000  1  5.343000 0.797000  2 16.283704 0.869000  2  9.224886 0.830050  1 36.463582 0.862000  2
  573 Co  74  47  27  -608.907869 -8.228485 0.518000  1  3.411000 0.883000  2 17.204704 1.029000  2  8.754000 0.950000  2 37.475582 1.094000  2
  574 Co  75  48  27  -613.836869 -8.184492 0.525000  1  4.929000 1.043000  2 17.357704 1.117000  2  8.340000 0.890000  2  0.000001 0.000001  0
  575 Co  76  49  27  -616.777869 -8.115498 0.608000  1  2.941000 1.133000  2 18.162704 1.208000  2  7.870000 1.126000  2  0.000001 0.000001  0
  576 Co  77  50  27  -621.351869 -8.069505 0.616000  1  4.574000 1.224000  2  0.000001 0.000001  0  7.515000 1.141000  2  0.000001 0.000001  0
  577 Ni  48  20  28  -348.678398 -7.264133 0.480000  1  0.000001 0.000001  0  0.869529 1.091000  2  0.000001 0.000001  0 -1.300767 0.986000  2
  578 Ni  49  21  28  -365.351398 -7.456151 0.588000  1 16.673000 1.068000  2  0.589529 1.068000  2  0.000001 0.000001  0 -0.508767 1.105000  2
  579 Ni  50  22  28  -385.758398 -7.715168 0.500000  1 20.407000 1.088000  2  1.538529 0.990000  2 37.080000 0.980000  2  0.689233 0.884000  2
  580 Ni  51  23  28  -401.583398 -7.874184 0.510000  1 15.825000 1.010000  2  1.571529 0.910000  2 36.232000 1.098000  2  1.713994 0.534206  1
  581 Ni  52  24  28  -420.066398 -8.078200 0.416000  1 18.483000 0.926000  2  2.248575 0.464450  1 34.308000 0.916000  2  2.399933 0.424400  1
  582 Ni  53  25  28  -435.463320 -8.216289 0.025175  0 15.396922 0.441175  1  2.555379 0.033547  0 33.879922 0.535175  1  3.999446 0.034151  0
  583 Ni  54  26  28  -453.182126 -8.392262 0.004644  0 17.718806 0.029819  0  3.904383 0.006340  0 33.115728 0.420644  1  5.519113 0.009740  0
  584 Ni  55  27  28  -467.310998 -8.496564 0.000715  0 14.128872 0.005359  0  4.611411 0.001093  0 31.847678 0.025890  0  8.959486 0.002358  0
  585 Ni  56  28  28  -483.954022 -8.642036 0.000448  0 16.643024 0.001163  0  7.163163 0.000888  0 30.771896 0.005092  0 12.224229 0.000826  0
  586 Ni  57  29  28  -494.201579 -8.670203 0.000570  0 10.247557 0.001018  0  7.328894 0.001074  0 26.890581 0.001285  0 13.173689 0.000900  0
  587 Ni  58  30  28  -506.417820 -8.731342 0.000348  0 12.216241 0.000918  0  8.168677 0.000861  0 22.463798 0.000796  0 14.192831 0.000628  0
  588 Ni  59  31  28  -515.417090 -8.735883 0.000354  0  8.999270 0.000702  0  8.595019 0.001514  0 21.215511 0.000924  0 15.546022 0.000639  0
  589 Ni  60  32  28  -526.804838 -8.780081 0.000360  0 11.387748 0.000714  0  9.528904 0.000773  0 20.387018 0.000708  0 16.889173 0.000708  0
  590 Ni  61  33  28  -534.624923 -8.764343 0.000366  0  7.820085 0.000726  0  9.857094 0.000786  0 19.207833 0.000720  0 18.128269 0.000720  0
  591 Ni  62  34  28  -545.220684 -8.793882 0.000434  0 10.595761 0.000800  0 11.133787 0.001288  0 18.415846 0.000794  0 19.904459 0.003854  0
  592 Ni  63  35  28  -552.058457 -8.762833 0.000441  0  6.837773 0.000875  0 11.374004 0.019041  0 17.433534 0.000807  0 21.163444 0.003064  0
  593 Ni  64  36  28  -561.715902 -8.776811 0.000448  0  9.657445 0.000889  0 12.532948 0.019033  0 16.495218 0.000882  0 22.792053 0.003238  0
  594 Ni  65  37  28  -567.813998 -8.735600 0.000520  0  6.098096 0.000968  0 12.618849 0.020552  0 15.755541 0.000961  0 24.061246 0.004804  0
  595 Ni  66  38  28  -576.765926 -8.738878 0.001386  0  8.951928 0.001906  0 14.106597 0.003466  0 15.050024 0.001834  0 25.607929 0.006378  0
  596 Ni  67  39  28  -582.573648 -8.695129 0.002881  0  5.807722 0.004267  0 14.619673 0.016873  0 14.759650 0.003401  0 27.095993 0.008016  0
  597 Ni  68  40  28  -590.366086 -8.681854 0.002992  0  7.792438 0.005873  0 15.427570 0.009424  0 13.600160 0.004378  0 27.967137 0.007084  0
  598 Ni  69  41  28  -594.952229 -8.622496 0.003726  0  4.586143 0.006718  0 15.333472 0.193242  0 12.378581 0.006607  0 28.939641 0.274004  0
  599 Ni  70  42  28  -602.258768 -8.603697 0.002170  0  7.306539 0.005896  0 16.220214 0.142654  0 11.892682 0.005162  0 30.298139 0.367398  0
  600 Ni  71  43  28  -606.522474 -8.542570 0.002272  0  4.263706 0.004442  0 16.040605 0.282272  1 11.570245 0.005998  0 30.959309 0.416272  1
  601 Ni  72  44  28  -613.413590 -8.519633 0.002232  0  6.891116 0.004504  0 17.141607 0.467282  0 11.154822 0.004402  0 32.308425 0.422232  1
  602 Ni  73  45  28  -617.366994 -8.457082 0.002409  0  3.953404 0.004641  0 17.213125 0.434409  1 10.844520 0.004681  0 33.284829 0.428409  1
  603 Ni  74  46  28  -623.778398 -8.429438 0.222000  1  6.411404 0.224409  1 18.281529 0.587000  2 10.364808 0.224232  1 34.565233 0.726000  2
  604 Ni  75  47  28  -627.408398 -8.365445 0.300000  1  3.630000 0.522000  2 18.500529 0.818000  2 10.041404 0.302409  1 35.705233 0.811000  2
  605 Ni  76  48  28  -633.114398 -8.330453 0.380000  1  5.706000 0.680000  2 19.277529 0.905000  2  9.336000 0.602000  2 36.635233 0.972000  2
  606 Ni  77  49  28  -636.363398 -8.264460 0.462000  1  3.249000 0.842000  2 19.585529 1.070000  2  8.955000 0.762000  2 37.748233 1.062000  2
  607 Ni  78  50  28  -641.508398 -8.224467 0.624000  1  5.145000 1.086000  2 20.156529 1.240000  2  8.394000 1.004000  2  0.000001 0.000001  0
  608 Ni  79  51  28  -643.255398 -8.142473 0.632000  1  1.747000 1.256000  2  0.000001 0.000001  0  6.892000 1.094000  2  0.000001 0.000001  0
  609 Ni  80  52  28  -646.358398 -8.079480 0.720000  1  3.103000 1.352000  2  0.000001 0.000001  0  4.850000 1.344000  2  0.000001 0.000001  0
  610 Cu  52  23  29  -399.262748 -7.678130 0.624000  1  0.000001 0.000001  0 -2.320650 1.134000  2  0.000001 0.000001  0 -0.749121 1.024000  2
  611 Cu  53  24  29  -418.336748 -7.893146 0.477000  1 19.074000 1.101000  2 -1.729650 0.893000  2  0.000001 0.000001  0  0.518925 0.525450  1
  612 Cu  54  25  29  -434.546748 -8.047162 0.378000  1 16.210000 0.855000  2 -0.916572 0.403175  1 35.284000 1.002000  2  1.638807 0.386372  1
  613 Cu  55  26  29  -452.824528 -8.233173 0.155540  0 18.277780 0.533540  1 -0.357598 0.160184  0 34.487780 0.632540  1  3.546785 0.157236  0
  614 Cu  56  27  29  -467.903460 -8.355419 0.014896  0 15.078932 0.170436  0  0.592462 0.015611  0 33.356712 0.392896  1  5.203873 0.015274  0
  615 Cu  57  28  29  -484.640682 -8.502468 0.000513  0 16.737222 0.015409  0  0.686660 0.000961  0 31.816154 0.156053  0  7.849823 0.000953  0
  616 Cu  58  29  29  -497.070834 -8.570187 0.000580  0 12.430152 0.001093  0  2.869255 0.001150  0 29.167374 0.015476  0 10.198149 0.001084  0
  617 Cu  59  30  29  -509.832748 -8.641233 0.000531  0 12.761914 0.001111  0  3.414928 0.000879  0 25.192066 0.001044  0 11.583605 0.001044  0
  618 Cu  60  31  29  -519.890868 -8.664848 0.001620  0 10.058120 0.002151  0  4.473778 0.001974  0 22.820034 0.002200  0 13.068797 0.002780  0
  619 Cu  61  32  29  -531.601102 -8.714772 0.000976  0 11.710234 0.002596  0  4.796264 0.001336  0 21.768354 0.001507  0 14.325168 0.001389  0
  620 Cu  62  33  29  -540.475770 -8.717351 0.000620  0  8.874668 0.001596  0  5.850847 0.000986  0 20.584902 0.002240  0 15.707941 0.001040  0
  621 Cu  63  34  29  -551.339442 -8.751420 0.000441  0 10.863672 0.001061  0  6.118758 0.000875  0 19.738340 0.001417  0 17.252545 0.001295  0
  622 Cu  64  35  29  -559.255548 -8.738368 0.000448  0  7.916106 0.000889  0  7.197091 0.000889  0 18.779778 0.001068  0 18.571095 0.019048  0
  623 Cu  65  36  29  -569.165988 -8.756400 0.000650  0  9.910440 0.001098  0  7.450086 0.001098  0 17.826546 0.001091  0 19.983034 0.019235  0
  624 Cu  66  37  29  -576.231900 -8.730786 0.000660  0  7.065912 0.001310  0  8.417902 0.001180  0 16.976352 0.001108  0 21.036751 0.020692  0
  625 Cu  67  38  29  -585.364434 -8.736783 0.000871  0  9.132534 0.001531  0  8.598508 0.002257  0 16.198446 0.001521  0 22.705105 0.002951  0
  626 Cu  68  39  29  -591.683268 -8.701225 0.001564  0  6.318834 0.002435  0  9.109620 0.004445  0 15.451368 0.002224  0 23.729293 0.015556  0
  627 Cu  69  40  29  -599.923824 -8.694548 0.001380  0  8.240556 0.002944  0  9.557738 0.004372  0 14.559390 0.002251  0 24.985308 0.007812  0
  628 Cu  70  41  29  -605.235298 -8.646219 0.001050  0  5.311474 0.002430  0 10.283069 0.004776  0 13.552030 0.002614  0 25.616541 0.190566  0
  629 Cu  71  42  29  -613.041310 -8.634385 0.001491  0  7.806012 0.002541  0 10.782542 0.003661  0 13.117486 0.002871  0 27.002756 0.141975  0
  630 Cu  72  43  29  -618.184548 -8.585897 0.001368  0  5.143238 0.002859  0 11.662074 0.003640  0 12.949250 0.002418  0 27.702679 0.281368  1
  631 Cu  73  44  29  -625.460285 -8.567949 0.001971  0  7.275737 0.003339  0 12.046695 0.004203  0 12.418975 0.003462  0 29.188302 0.467021  0
  632 Cu  74  45  29  -630.550336 -8.520950 0.006142  0  5.090051 0.008113  0 13.183342 0.008551  0 12.365788 0.007510  0 30.396467 0.438142  1
  633 Cu  75  46  29  -637.086798 -8.494491 0.002325  0  6.536462 0.008467  0 13.308400 0.224325  1 11.626513 0.004296  0 31.589929 0.367325  1
  634 Cu  76  47  29  -641.662800 -8.442932 0.006688  0  4.576002 0.009013  0 14.254402 0.306688  1 11.112464 0.012830  0 32.754931 0.524688  1
  635 Cu  77  48  29  -647.370748 -8.407412 0.154000  1  5.707948 0.160688  1 14.256350 0.534000  2 10.283950 0.156325  1 33.533879 0.679000  2
  636 Cu  78  49  29  -651.326898 -8.350345 0.503022  0  3.956150 0.657022  1 14.963500 0.965022  1  9.664098 0.509710  0 34.549029 1.111022  1
  637 Cu  79  50  29  -656.602748 -8.311427 0.316000  1  5.275850 0.819022  1 15.094350 0.940000  2  9.232000 0.470000  2 35.250879 0.932000  2
  638 Cu  80  51  29  -659.154748 -8.239434 0.400000  1  2.552000 0.716000  2 15.899350 1.032000  2  7.827850 0.903022  1  0.000001 0.000001  0
  639 Cu  81  52  29  -662.453748 -8.178441 0.486000  1  3.299000 0.886000  2 16.095350 1.206000  2  5.851000 0.802000  2  0.000001 0.000001  0
  640 Cu  82  53  29  -664.400748 -8.102448 0.574000  1  1.947000 1.060000  2  0.000001 0.000001  0  5.246000 0.974000  2  0.000001 0.000001  0
  641 Zn  54  24  30  -418.612917 -7.752091 0.378000  1  0.000001 0.000001  0  0.276169 0.855000  2  0.000001 0.000001  0 -1.453481 0.794000  2
  642 Zn  55  25  30  -434.945917 -7.908108 0.385000  1 16.333000 0.763000  2  0.399169 0.763000  2  0.000001 0.000001  0 -0.517403 0.410175  1
  643 Zn  56  26  30  -453.886917 -8.105124 0.392000  1 18.941000 0.777000  2  1.062389 0.547540  1 35.274000 0.770000  2  0.704791 0.396644  1
  644 Zn  57  27  30  -469.117917 -8.230139 0.228000  1 15.231000 0.620000  2  1.214457 0.242896  1 34.172000 0.613000  2  1.806919 0.228715  1
  645 Zn  58  28  30  -486.915669 -8.395098 0.049996  0 17.797752 0.277996  1  2.274987 0.050509  0 33.028752 0.441996  1  2.961647 0.050444  0
  646 Zn  59  29  30  -499.903760 -8.472945 0.000767  0 12.988091 0.050763  0  2.832926 0.001347  0 30.785843 0.228767  1  5.702181 0.001337  0
  647 Zn  60  30  30  -514.933917 -8.582232 0.000540  0 15.030157 0.001307  0  5.101169 0.001071  0 28.018248 0.050536  0  8.516097 0.000888  0
  648 Zn  61  31  30  -525.179766 -8.609504 0.015921  0 10.245849 0.016461  0  5.288898 0.017541  0 25.276006 0.016688  0  9.762676 0.016275  0
  649 Zn  62  32  30  -538.070183 -8.678551 0.000620  0 12.890417 0.016541  0  6.469081 0.001596  0 23.136266 0.001160  0 11.265345 0.000980  0
  650 Zn  63  33  30  -547.186872 -8.685506 0.001575  0  9.116689 0.002195  0  6.711102 0.002195  0 22.007106 0.017496  0 12.561949 0.001941  0
  651 Zn  64  34  30  -559.048837 -8.735138 0.000640  0 11.861965 0.002215  0  7.709395 0.001081  0 20.978654 0.001260  0 13.828153 0.001074  0
  652 Zn  65  35  30  -567.028142 -8.723510 0.000650  0  7.979305 0.001290  0  7.772594 0.001098  0 19.841270 0.002225  0 14.969685 0.001091  0
  653 Zn  66  36  30  -578.086629 -8.758888 0.000726  0 11.058487 0.001376  0  8.920641 0.001376  0 19.037792 0.001366  0 16.370727 0.001174  0
  654 Zn  67  37  30  -585.139101 -8.733419 0.000737  0  7.052472 0.001463  0  8.907201 0.001397  0 18.110959 0.001387  0 17.325103 0.001257  0
  655 Zn  68  38  30  -595.337157 -8.754958 0.000816  0 10.198056 0.001553  0  9.972723 0.001687  0 17.250528 0.001542  0 18.571231 0.002202  0
