                 num_protons                num_neutrons                      exp_BE                   exp_errortheoretical_BE, theoretical_
           1           1  -2.2245520000000001        9.9999999999999995E-007  -2.3933972076748606        8.3950372851001690E-007
           1           2  -8.4817809999999998        9.9999999999999995E-007  -9.2478727008116408        4.7709757022841792E-007
           1           3  -6.8817820000000003       0.10000000000000001        8.3892496945309070        5.0900260351104646E-007
           1           4  -6.6817810000000000        8.9444999999999997E-002   13.235484080805715        3.4255140812818026E-007
           1           5  -5.7698200000000002       0.25412400000000002        31.414618232469614        5.5594219864472614E-007
           1           6  -6.5799859999999999        1.0009999999999999        39.178746095035294        5.0936805415875504E-007
           2           1  -7.7179640000000003        9.9999999999999995E-007  -8.2382713755019168        4.7633439732492183E-007
           2           2  -28.295584000000002        9.9999999999999995E-007  -29.352805850863369        6.9957392668785630E-007
           2           3  -27.560583999999999        2.0000000000000000E-002  -24.524371396229949        2.7242342530641431E-007
           2           4  -29.271038000000001        5.3999999999999998E-005  -26.766305538320086        4.7132986868230709E-007
           2           5  -28.861322999999999        7.5599999999999999E-003  -15.219192024159195        2.8477053357999501E-007
           2           6  -31.396083999999998        8.7999999999999998E-005  -11.501720853506718        4.3434390287336136E-007
           2           7  -30.141257000000000        4.6817999999999999E-002   2.0337668406562646        4.4036753210043970E-007
           2           8  -29.951263999999998        9.2850000000000002E-002   8.3832448108166133        5.4537045665680373E-007
           3           1  -4.6148410000000002       0.21213199999999999        11.141100753404722        5.1209327956334722E-007
           3           2  -26.330461000000000        5.0000000000000003E-002  -22.821309931432978        2.7295201854395649E-007
           3           3  -31.993787000000001        9.9999999999999995E-007  -30.533732834664523        3.7738959331546855E-007
           3           4  -39.244874000000003        6.9999999999999999E-006  -41.276381171182564        2.1125483788629370E-007
           3           5  -41.277496999999997        4.8000000000000001E-005  -37.605861245130711        3.6355847948449866E-007
           3           6  -45.339713000000003        1.8900000000000001E-004  -39.467735271124319        2.6325445214642641E-007
           3           7  -45.313310999999999        1.2720000000000000E-002  -31.222459800326199        4.3594828535668114E-007
           3           8  -45.708992000000002        6.1600000000000001E-004  -28.762119501365689        3.9822712309482034E-007
           3           9  -45.499001000000000        3.0012000000000000E-002  -18.345131193183420        5.6658917847907488E-007
           3          10  -45.598990999999998        7.0004999999999998E-002  -13.462234398056077        5.6807513716361662E-007
           4           1  -8.9603000000000002E-002   2.0049999999999999        18.344668388406475        3.5070870065280950E-007
           4           2  -26.923085000000000        5.4479999999999997E-003  -22.759700234123560        4.7155465567704075E-007
           4           3  -37.600439000000001        6.9999999999999994E-005  -38.992822152018093        2.1444519320666778E-007
           4           4  -56.499082999999999        3.1999999999999999E-005  -56.125712437307222        3.6390020425221922E-007
           4           5  -58.163615000000000        8.1000000000000004E-005  -58.818450711550540        1.9751057356549504E-007
           4           6  -64.975903000000002        8.0000000000000007E-005  -65.460225524705436        3.1420653387520582E-007
           4           7  -65.477542999999997        2.4200000000000000E-004  -61.899203195500164        2.5471447053145346E-007
           4           8  -68.648267000000004        1.9080000000000000E-003  -63.030265045608758        3.3909107778323982E-007
           4           9  -68.138257999999993        1.0179000000000001E-002  -56.156046260151570        3.6951191947068912E-007
